Episode,Reward,Length,SmoothedLengthEMA
757,250.0990,353,437.8291
758,256.2944,563,444.0876
759,273.8302,570,450.3832
760,234.3394,353,445.5141
761,40.9536,344,440.4384
762,241.4857,348,435.8165
763,-23.0300,297,428.8756
764,-19.6697,351,424.9819
765,249.1334,307,419.0828
766,16.8023,229,409.5786
767,188.5389,412,409.6997
768,32.2818,364,407.4147
769,249.3251,366,405.3440
770,249.6296,515,410.8268
771,-55.5520,340,407.2854
772,34.4472,205,397.1712
773,228.3507,370,395.8126
774,241.4792,432,397.6220
775,214.3818,385,396.9909
776,241.5372,361,395.1913
777,283.0832,363,393.5818
778,264.8429,322,390.0027
779,265.3491,325,386.7525
780,277.1306,562,395.5149
781,275.9272,302,390.8392
782,-151.2216,468,394.6972
783,14.6207,290,389.4624
784,215.9425,412,390.5892
785,142.4651,593,400.7098
786,22.6560,239,392.6243
787,230.0467,700,407.9931
788,275.4190,310,403.0934
789,-26.9388,322,399.0387
790,288.6768,327,395.4368
791,249.9991,435,397.4150
792,293.4004,317,393.3942
793,244.3388,280,387.7245
794,174.5623,454,391.0383
795,-192.1894,441,393.5364
796,-31.0134,265,387.1096
797,166.4333,380,386.7541
798,297.5530,229,378.8664
799,46.7919,238,371.8231
800,243.2496,340,370.2319
801,34.6974,230,363.2203
802,216.5427,432,366.6593
803,240.8553,361,366.3763
804,185.9992,409,368.5075
805,-8.3598,347,367.4321
806,196.5150,632,380.6605
807,269.7540,445,383.8775
808,258.9617,305,379.9336
809,192.3036,551,388.4869
810,227.2628,340,386.0626
811,278.7654,310,382.2595
812,-51.2471,284,377.3465
813,290.2253,487,382.8292
814,255.5009,346,380.9877
815,30.1888,230,373.4383
816,-10.4762,256,367.5664
817,247.4979,297,364.0381
818,253.6202,359,363.7862
819,218.4611,326,361.8969
820,226.9617,320,359.8020
821,243.8699,339,358.7619
822,246.0613,449,363.2738
823,255.3903,341,362.1601
824,239.8569,324,360.2521
825,218.6186,429,363.6895
826,274.7567,477,369.3551
827,245.1277,326,367.1873
828,-158.1646,311,364.3779
829,265.6498,351,363.7090
830,270.3813,302,360.6236
831,231.3625,400,362.5924
832,279.4713,340,361.4628
833,240.5386,352,360.9896
834,10.3513,285,357.1902
835,-23.4745,252,351.9307
836,234.9916,363,352.4841
837,226.6030,341,351.9099
838,253.7623,344,351.5144
839,257.0967,344,351.1387
840,258.0415,400,353.5818
841,262.5853,424,357.1027
842,259.2135,407,359.5975
843,193.6471,519,367.5677
844,190.6417,647,381.5393
845,243.9168,373,381.1123
846,-125.7016,452,384.6567
847,223.7661,684,399.6239
848,223.5116,361,397.6927
849,254.7369,345,395.0580
850,-23.6414,334,392.0051
851,218.0371,346,389.7049
852,-17.2533,282,384.3196
853,268.9279,459,388.0537
